"Date","Post ID","Network","Post Type","Content Type","Profile","Sent by","Link","Post","Linked Content","Impressions","Organic Impressions","Paid Impressions","Reach","Organic Reach","Paid Reach","Potential Reach","Engagement Rate (per Impression)","Engagements","Reactions","Likes","Dislikes","Love Reactions","Haha Reactions","Wow Reactions","Sad Reactions","Angry Reactions","Comments","Shares","Saves","Post Link Clicks","SproutLink Clicks","Other Post Clicks","Post Clicks (All)","Other Engagements","Subscribers Gained from Video","Annotation Clicks","Card Clicks","Video Views","Organic Video Views","Paid Video Views","Partial Video Views","Organic Partial Video Views","Paid Partial Video Views","Full Video Views","Organic Full Video Views","Paid Full Video Views","Full Video View Rate","Follow Video Views","For You Video Views","Hashtag Video Views","Business Account Video Views","Others Video Views","Search Video Views","Sound Video Views","Unspecified Video Views","Estimated Minutes Watched","Story Taps Back","Story Taps Forward","Story Exits","Story Replies","Video Added to Playlists","Subscribers Lost from Video","Video Removed from Playlists","Average Video Time Watched (Seconds)","Poll Votes","Tags"
"1/31/2025 1:56 pm","18023239451347770","Instagram","Post","Photo","wichitastateu"," ","https://www.instagram.com/p/DFgKJmyvyMj/","We are deeply heartbroken to share with our community and friends that Kiah Duggins was aboard American Airlines Flight 5342 from Wichita, Kansas, to Washington, D.C.

Kiah was a proud alumna of the Barton School of Business and Fairmount College of Liberal Arts and Sciences, graduating in the spring of 2017 with degrees in International Business, Economics, and Spanish. A recipient of the prestigious Clay Barton Scholarship in 2013, she joined a distinguished group of exceptionally talented students. During her time at Wichita State, Kiah co-founded the Shocker Food Locker, an initiative that continues to support students facing food insecurity. Her unwavering commitment to building more equitable communities is a legacy we can all carry forward within Shocker Nation.

Born and raised in Wichita, Kiah was the daughter of Dr. Maurice and Gwen Duggins, who instilled in her a deep commitment to social justice through their own dedication to serving underserved communities in education and healthcare. After graduating from Wichita State, she went on to earn her J.D. from Harvard Law School, where she served as President of the Harvard Legal Aid Bureau. It was no surprise that after law school, Kiah became an attorney with the Civil Rights Corps in Washington, D.C., continuing her family’s legacy of advocacy and service.

During her tenure as an attorney, Kiah litigated on behalf of movements challenging unconstitutional policing and money bail practices. She studied prison industrial complex abolition and movement lawyering as a Law 4 Black Lives Fellow and integrated those concepts into her daily work. 

Her family remains active in the Wichita community, and this tragedy has profoundly impacted all who knew her. Today, we mourn the loss of one of our own. To those who had the privilege of knowing Kiah, our hearts are with you during this incredibly difficult time.

Kiah was a beacon of light, a testament to perseverance, and an inspiration to all who dream big and work tirelessly to achieve their goals. We hope her legacy continues to inspire our students, serving as a reminder of what is possible through determination, passion, and purpose.",,"58,324","58,324","","42,881","42,881","","","6.32%","3,685","3,333","3,333","","","","","","","27","283","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/11/2025 9:00 pm","18092426359533960","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DF9PdFvsQQg/","𝗥𝗲𝗺𝗲𝗺𝗯𝗲𝗿𝗶𝗻𝗴 𝘁𝗵𝗼𝘀𝗲 𝗹𝗼𝘀𝘁 𝗶𝗻 𝘁𝗵𝗲 𝗝𝗮𝗻. 𝟮𝟵 𝗽𝗹𝗮𝗻𝗲 𝗰𝗿𝗮𝘀𝗵 — 𝗮 𝗹𝗲𝘁𝘁𝗲𝗿 𝗳𝗿𝗼𝗺 𝗪𝗦𝗨 𝗣𝗿𝗲𝘀𝗶𝗱𝗲𝗻𝘁 𝗥𝗶𝗰𝗸 𝗠𝘂𝗺𝗮.",,"35,198","35,198","","19,961","19,961","","","5.57%","1,960","1,805","1,805","","","","","","","5","110","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/6/2025 10:18 am","18082950472786067","Instagram","Post","Photo","wichitastateu","Tate Penner","https://www.instagram.com/p/DPePeUhDJQa/","🎉 Big news from the WSU Physician Associate Program—the Class of 2025 reached a 100% PANCE pass rate—well above the national average of 93%

PANCE, the Physician Associate National Certifying Examination, is the key certification exam for Physician Associates—and our students crushed it 🙌 #PAweek #PAsGoBeyond

And yes, we’re tagging basically everyone in this photo 👇📸
@macannderson
@ellabahr
@megster1618
@brittyn10
@sophinator_13
@linnea_butler
@ryleeecoalson
@cruzzz_02
@katiedunlop16
@grace__garcia
@jorgeg0415
@hamiltonmaggie_
@halieharrington
@delaneyhenderson_
@chad_izzo10
@em_koch23
@karly__nicole_
@tayloralyssa7
@macey.maloney
@paige_meats
@_juliet_nava_
@anikahartley_
@msruland
@michellenschlesinger
@myraendrop
@ashlyn_.rohling
@nikitatapiawala
@ryanjweishaar
@shelbaby2324
@nora_wheatley
@tasneimjesri
@tahmyy",,"83,143","83,143","","37,982","37,982","","","2.21%","1,838","1,654","1,654","","","","","","","4","145","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Health Professions"
"8/15/2025 10:30 am","18144376444407944","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DNYXi4DScPp/","The annual NXT LVL Garage Party is tomorrow night, Shockers! Come for free food, games, live music and prizes. Free T-shirts while supplies last.

⏰9pm-midnight 
🗓️Saturday, Aug. 16 
📍Parking garage, by RSC
🎒Clear bags only",,"54,127","54,127","","18,030","18,030","","","3.24%","1,752","1,341","1,341","","","","","","","5","367","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/10/2025 9:16 am","18035446241570983","Instagram","Post","Photo","wichitastateu"," ","https://www.instagram.com/p/DHBZcajM3u7/","Big news for research at Wichita State!

With a generous $1 million lead gift from Lynn and Sherry Nichols, we’re excited to launch efforts to build the new, state-of-the-art Shocker Fly Lab — an enclosed flight space designed for UAV research, design and testing. 

The enclosed flight space will position WSU at the forefront of unmanned aerial system education and innovation. The space will bring hands-on learning for students, industry-sponsored competitions and groundbreaking faculty research.
 
Want to be part of the future of flight? Learn more at the 🔗 link in bio.",,"22,253","22,253","","13,764","13,764","","","6.38%","1,419","1,138","1,138","","","","","","","15","236","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Alumni/Donors, Engineering"
"9/4/2025 7:10 pm","18108855424548425","Instagram","Post","Photo","wichitastateu","Lainie Mazzullo","https://www.instagram.com/p/DOMy7D9D7X6/","⛈️ Amazing shot of last night's intense storms over campus! 

📸 @gra.cyn0",,"26,028","26,028","","8,585","8,585","","","4.93%","1,283","1,145","1,145","","","","","","","2","109","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/18/2025 7:10 pm","18380333875124514","Instagram","Post","Carousel","wichitastateu","Lainie Mazzullo","https://www.instagram.com/p/DNhBc4ntXY6/","There’s nothing like the energy of a new semester. Welcome home, Shockers!",,"38,289","38,289","","9,614","9,614","","","3.31%","1,266","1,152","1,152","","","","","","","9","95","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/24/2025 9:48 am","18086213351060578","Instagram","Post","Carousel","wichitastateu","Tate Penner","https://www.instagram.com/p/DRcd4y3DcNf/","Millie the Millipede’s in her cozy era 🧣🧤",,"26,690","26,690","","9,002","9,002","","","4.48%","1,196","1,043","1,043","","","","","","","7","132","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Community Engagement, WSU Views"
"8/26/2025 1:38 pm","18058396385106451","Instagram","Post","Carousel","wichitastateu","Lainie Mazzullo","https://www.instagram.com/p/DN1By6ZUmBj/","Hey @taylorswift and @killatrav 💍 — we’ve got some stunning spots right here at Wichita State. Wichita isn’t far from Kansas City! 🌾",,"34,962","34,962","","10,812","10,812","","","3.39%","1,185","1,047","1,047","","","","","","","5","119","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/21/2025 10:25 am","17993619506902915","Instagram","Post","Carousel","wichitastateu","Tate Penner","https://www.instagram.com/p/DSiDldOjSev/","Katie Galligan came to WSU from Omaha, Nebraska, drawn by the @goschockersvb culture. She earned her health sciences degree with minors in marketing and management and achieved 2025 Academic All-District honors with a 3.92 GPA. Her skills on the court helped the Shockers win a conference title and compete in the 2024 NCAA Tournament. Next up, she’ll play beach volleyball at Palm Beach Atlantic University (@pbauniversity) while pursuing her MBA. #ShockerGrad 🎓🌾",,"40,424","40,424","","17,207","17,207","","","2.91%","1,176","1,151","1,151","","","","","","","5","12","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Alumni/Donors, Student Life"
"1/6/2025 1:21 pm","18053699822060604","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DEfuSncpFxx/","Snow days at Wichita State 💛❄️ #wsuviews

📷 Kyle Wilson",,"14,098","14,098","","7,953","7,953","","","8.1%","1,142","1,094","1,094","","","","","","","1","42","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WSU Views"
"8/26/2025 12:34 pm","18137285320442109","Instagram","Post","Carousel","wichitastateu","Lainie Mazzullo","https://www.instagram.com/p/DN06dRzUsE8/","⚕️ Students have quick and easy access to over-the-counter meds, personal hygiene products, at-home tests and other medical supplies — at low prices. Check out the new Wellness-To-Go vending machine in the Heskett Center lobby.",,"45,624","45,624","","12,462","12,462","","","2.45%","1,118","981","981","","","","","","","1","109","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/13/2025 10:58 am","17949297183051405","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DRARIz0jhsH/","Huge shoutout to all our Songfest performances

🏆 @sigepwichitastate 
👏 @wsudg & @wsu_sae",,"55,721","55,721","","16,869","16,869","","","1.96%","1,094","878","878","","","","","","","12","193","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/16/2025 11:11 am","18055080782271710","Instagram","Post","Photo","wichitastateu","Tate Penner","https://www.instagram.com/p/DP4Ff12jhlm/","The Shocker Support Locker has a new name — the Kiah Duggins Shocker Support Locker — honoring an alumna who fought for every student to have the resources to succeed.

Kiah, who died Jan. 29 on Flight 5342 in Washington, D.C., co-founded the original food locker and believed in making sure no student goes without support. Her impact continues to shape campus life and student success every day.

📖 Read more in our bio",,"42,289","42,289","","16,368","16,368","","","2.48%","1,050","921","921","","","","","","","2","112","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Access/Affordability, Alumni/Donors"
"4/10/2025 4:08 pm","18037729826267900","Instagram","Reel","Video","wichitastateu"," ","https://www.instagram.com/reel/DIR9Hd1Cgvl/","The new pickleball courts are OPEN and ready for rallies, right between the Heskett Center and Hubbard Hall! Grab your paddles, grab your crew — it’s time to play. 🌾",,"17,345","17,345","","8,913","8,913","","","5.93%","1,028","777","777","","","","","","","6","231","14","","","","","","","","","17,345","17,345","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/25/2025 12:58 pm","18068334329217100","Instagram","Post","Carousel","wichitastateu","Tate Penner","https://www.instagram.com/p/DPCNFvjDu2K/","🌾 Shocktoberfest 2025 is almost here! Sept. 29-Oct. 4, WSU will be buzzing with Shocker spirit and pride 🎉

Students, families, faculty, staff, alumni and the greater Shocker community are all invited to join the fun! This year’s events include:

✨ Student Organization Spirit Competition
👑 Shocker Royalty Competition
🎉 Parade
🍻 Brew Garden
🏀 Shocker Madness
➕ And more!

Celebrate Shocker spirit and pride at WSU’s annual fall tradition — running strong since 1991.

🔗 Details at the link in bio!",,"35,630","35,630","","9,881","9,881","","","2.74%","976","910","910","","","","","","","0","55","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Community Engagement, Student Life"
"8/22/2025 10:32 pm","18035351933675937","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DNrruLE3BmD/","The winner of 2025 Clash of the Colleges is @fairmountcollegewichitastate! Congrats! 💛",,"44,458","44,458","","14,104","14,104","","","2.14%","950","800","800","","","","","","","4","135","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/2/2025 8:52 am","17917858281033552","Instagram","Post","Photo","wichitastateu"," ","https://www.instagram.com/p/DEU8TWQtEU1/","You could say Shocker pride runs in the family 💛🎓🌾",,"15,181","15,181","","11,073","11,073","","","6.2%","941","924","924","","","","","","","6","7","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/1/2025 9:13 am","18105075919610414","Instagram","Post","Carousel","wichitastateu","Tate Penner","https://www.instagram.com/p/DPRQGaYjmwX/","Wichita State and @wsutech are celebrating record-breaking enrollment, with a combined headcount of 25,147 in fall 2025 – the highest ever! #ShockersUp",,"34,082","34,082","","9,730","9,730","","","2.71%","923","820","820","","","","","","","5","83","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2/24/2025 3:07 pm","17949392804929320","Instagram","Reel","Video","wichitastateu"," ","https://www.instagram.com/reel/DGeE6EyhqUA/","When the sun comes out and you finally remember what warmth feels like 🌞🌱",,"19,457","19,457","","11,151","11,151","","","4.71%","917","825","825","","","","","","","7","73","12","","","","","","","","","19,457","19,457","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/29/2025 5:07 pm","17931241796882356","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DFbWbf2MHzj/","Happy Lunar New Year! Yesterday, Shockers came together to celebrate the Year of the Snake with food, performances and lots of fun! Here's to a year of transformation and new beginnings! 🐍🎊",,"16,096","16,096","","8,825","8,825","","","5.51%","887","863","863","","","","","","","5","14","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Student Life"
"7/24/2025 11:04 am","18102760378560818","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DMfyAneOr-X/","Found the pot of gold at Wichita State. 🌈",,"18,650","18,650","","5,515","5,515","","","4.56%","850","820","820","","","","","","","1","23","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/3/2025 10:44 am","18083805811999871","Instagram","Post","Carousel","wichitastateu","Tate Penner","https://www.instagram.com/p/DQmfnWODM_s/","PSA: Shocktoberfest flashbacks are mandatory. 1 month later and we’re still here for it",,"30,706","30,706","","9,468","9,468","","","2.73%","839","773","773","","","","","","","0","61","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Community Engagement, Student Life"
"10/31/2025 9:48 am","17966164688824731","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DQe01xBkiv6/","Just a ghost doing the college thing—coffee, classes, mild haunting. 👻",,"24,985","24,985","","6,643","6,643","","","3.27%","818","785","785","","","","","","","3","25","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/9/2025 10:10 am","17884517901410956","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DSDIUQyDkUQ/","WSU grads → next era ✨",,"24,871","24,871","","7,684","7,684","","","3.28%","815","771","771","","","","","","","1","38","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/21/2025 8:34 am","18115121152507733","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DNnnDzzOJVG/","That first-week feeling. 💛🌾",,"31,329","31,329","","8,735","8,735","","","2.59%","812","748","748","","","","","","","1","57","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/13/2025 10:30 am","17940996479951338","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DExcTD8Jd78/","Campus is glowing today 😍☀️ 

Happy Monday, Shockers! Let's make it a great week.",,"12,587","12,587","","6,337","6,337","","","6.44%","811","785","785","","","","","","","0","19","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/24/2025 2:55 pm","18027630260624481","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DFOPbUttynz/","That's a wrap on the first week of spring semester! 

Honorable mention goes to the furry friends who gave us a reason to PAWS & Relax after a busy week back on the grind. Thanks to @wsu_trio_dss and @wsulibrary for making it happen.",,"17,035","17,035","","7,260","7,260","","","4.74%","808","773","773","","","","","","","6","22","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/3/2025 9:51 am","17872683546385680","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DLpk4yptpSM/","Karaline Scott is spending her summer turning what she’s learned at WSU into hands-on experience at Professional Engineering Consultants. ⚡️

She’s designing electrical systems, learning AutoCAD and building real-world skills — all thanks to a paid internship she landed through the College of Engineering career fair.

Karaline says support from the Shocker Career Accelerator and her mentors made all the difference. Read the 🔗 link in bio to learn what she says she'll take with her from this experience.",,"36,456","36,456","","9,017","9,017","","","2.17%","792","767","767","","","","","","","3","19","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Engineering"
"12/1/2025 1:23 pm","18387559528182999","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DRu4IAokhAu/","First snow of the season ❄️ #wsuviews",,"20,090","20,090","","6,819","6,819","","","3.91%","785","738","738","","","","","","","2","44","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/14/2025 11:50 am","18300782719224051","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DE0KQK-g90j/","Ready to kick off the new year with some winter fun? Join us at the President's Residence from 6 to 9 p.m. Friday, Jan. 24 for the annual Winter Welcome! There will be ice skating, a giant Lite Brite, an inflatable snow globe and more.

Grab your free beanie and gloves, and enjoy some snacks by the fireside. Supplies limited, so arrive on time. See you there! ❄️🔥🧤",,"17,239","17,239","","8,373","8,373","","","4.5%","775","627","627","","","","","","","0","130","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1/8/2025 9:52 am","18122381395406576","Instagram","Reel","Video","wichitastateu"," ","https://www.instagram.com/reel/DEkf8TVpYB5/","BRRR-eathtaking. That’s the caption. 😍❄️ #wsuviews",,"14,456","14,456","","9,088","9,088","","","5.22%","754","666","666","","","","","","","0","74","14","","","","","","","","","14,456","14,456","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/28/2025 10:19 am","17906407299126497","Instagram","Post","Carousel","wichitastateu","Tate Penner","https://www.instagram.com/p/DQW5HmUkyRU/","💰 $39.2 million. That’s how much Wichita State students earned through paid internships last year — the most in university history. This applied learning is infused into every major at WSU to help students be career ready the second they graduate.

Read the full story 🔗 link in bio",,"31,274","31,274","","8,090","8,090","","","2.36%","737","695","695","","","","","","","1","38","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Talent Pipeline"
"8/29/2025 3:15 pm","17889292356200559","Instagram","Post","Carousel","wichitastateu","Lainie Mazzullo","https://www.instagram.com/p/DN87UOBk2Om/","Today we wear black and yellow. Every day we bleed it. 🖤💛 #CollegeColorsDay #WichitaState",,"30,402","30,402","","8,796","8,796","","","2.41%","733","699","699","","","","","","","2","30","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3/31/2025 10:05 am","17925667362028237","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DH3j0GNPkAC/","From colorful blooms to sunny skies, campus is bursting with spring beauty! Drop a 🌼 in the comments if you love this time of year! 😍🌷",,"9,603","9,603","","4,935","4,935","","","7.56%","726","692","692","","","","","","","3","21","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WSU Views"
"9/2/2025 10:29 am","18086007001848806","Instagram","Post","Carousel","wichitastateu","Lainie Mazzullo","https://www.instagram.com/p/DOGtvY2D3AG/","Photo dump: weeks 1 & 2. Ready for more!

📸 @r.m.chastain @muretcreative @patrickheathphotography",,"27,213","27,213","","7,570","7,570","","","2.66%","724","693","693","","","","","","","2","24","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/22/2025 11:01 am","18120896860478623","Instagram","Post","Carousel","wichitastateu","Lainie Mazzullo","https://www.instagram.com/p/DMaoAtwO1Wg/","Countdown to one of Wichita State's most iconic events - Clash of the Colleges! The night of field day-style competition and camaraderie ends with one WSU college being named the 2025 winner. 🏆 Register to represent your college and join the fun at the 🔗 in bio.

🗓️ 7pm Friday, Aug. 22
📍 Eck Stadium, WSU
👥 All WSU students invited",,"27,059","27,059","","7,945","7,945","","","2.65%","716","652","652","","","","","","","1","49","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12/15/2025 1:29 pm","18137710489467671","Instagram","Reel","Video","wichitastateu"," ","https://www.instagram.com/reel/DSS7mN6ktab/","🎓 So… What’s next?",,"18,894","18,894","","10,535","10,535","","","3.78%","715","627","627","","","","","","","6","67","15","","","","","","","","","18,894","18,894","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/6/2025 9:20 am","18060033893462414","Instagram","Post","Carousel","wichitastateu","Lainie Mazzullo","https://www.instagram.com/p/DNBEZlxu5mQ/","Wichita State students were busy traveling and learning all over the world this summer as part of WSU's Study Abroad program. ✈️",,"29,291","29,291","","8,437","8,437","","","2.43%","713","688","688","","","","","","","4","20","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/28/2025 2:17 pm","18035531459465976","Instagram","Reel","Video","wichitastateu","Lainie Mazzullo","https://www.instagram.com/reel/DN6P2JMAWK6/","Yard Show: more than 2️⃣ hours of pure entertainment

All welcome!
⏰ 6-8:30pm
🗓️ Today (Aug. 28)
📍 RSC Beggs Ballroom (3rd floor)
💰 FREE",,"20,629","20,629","","10,127","10,127","","","3.45%","711","638","638","","","","","","","7","58","8","","","","","","","","","20,629","20,629","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/9/2025 12:07 pm","17856228264483240","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DNJF4JAulwR/","Move-in day! Welcome to your new home, Shockers! 💛🖤",,"40,094","40,094","","8,549","8,549","","","1.74%","696","656","656","","","","","","","2","35","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9/11/2025 12:13 pm","17935519959076928","Instagram","Post","Carousel","wichitastateu","Lainie Mazzullo","https://www.instagram.com/p/DOeEy9Njnwl/","Campus through your eyes 👀 🌾 

📸 Thanks for the great pics, Shockers! @reesepekny @_rafayyyy_ @grantttttttttttttttttttttt @caidenbuskohl06 @kendenkeating",,"20,632","20,632","","4,487","4,487","","","3.34%","689","668","668","","","","","","","4","10","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WSU Views"
"7/2/2025 3:41 pm","17928194528990901","Instagram","Reel","Video","wichitastateu","Lainie Mazzullo","https://www.instagram.com/reel/DLnoC9WCdk-/","Through WSU's Innovation Campus, students have the chance to work with more than 50 companies that partner with WSU. That means while you're earning your degree, you're getting paid to add to your resume and get your foot in the door. #careerready",,"13,007","13,007","","8,187","8,187","","","5.29%","688","623","623","","","","","","","3","46","16","","","","","","","","","13,007","13,007","","","","","","","","","","","","","","","","","","","","","","","","","","","Paid Applied Learning"
"6/10/2025 12:47 pm","17844973872503183","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DKuqvo4M7LI/","Word has it that there are some mischievous squirrels hiding in this @wsursc mural. Zoom in and let us know if you can find all four! 🐿️ #wsuviews",,"18,370","18,370","","6,959","6,959","","","3.71%","682","659","659","","","","","","","5","14","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/8/2025 12:01 pm","18075136045851678","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DJZnQlEShr3/","Cheers to the last day of classes, Shockers! 💛 🌾",,"13,897","13,897","","6,262","6,262","","","4.86%","676","652","652","","","","","","","4","17","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/14/2025 10:56 am","18087259933814026","Instagram","Post","Carousel","wichitastateu","Lainie Mazzullo","https://www.instagram.com/p/DNV1xboVuvi/","The start of the new school year means Welcomefest is back, which holds some of our favorite Shocker traditions! Welcomefest takes place during the first 4️⃣ weeks of the semester and includes an exciting lineup of events.

🎉 Check out the schedule at our 🔗 link in bio.",,"32,530","32,530","","6,733","6,733","","","2.06%","670","638","638","","","","","","","0","23","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8/29/2025 10:21 am","18120098104440909","Instagram","Post","Carousel","wichitastateu","Lainie Mazzullo","https://www.instagram.com/p/DN8ZoxyjuIS/","When you find your home 💛🖤",,"30,519","30,519","","8,199","8,199","","","2.18%","666","615","615","","","","","","","5","43","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7/17/2025 3:12 pm","18393958210189399","Instagram","Post","Photo","wichitastateu","Lainie Mazzullo","https://www.instagram.com/p/DMOMvEcMVCX/","ICYMI: The creation of a new, state-of-the-art Shocker Fly Lab — an enclosed flight space designed for UAV research, design and testing — is under way.

The Shocker Fly Lab will put WSU at the forefront of unmanned aerial system education and innovation. Students will be directly involved in competitions and research. Learn more at the 🔗 link in bio.",,"24,388","24,388","","8,745","8,745","","","2.73%","666","614","614","","","","","","","0","45","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Alumni/Donors, Engineering"
"9/18/2025 12:10 pm","17843206254573244","Instagram","Post","Carousel","wichitastateu","Tate Penner","https://www.instagram.com/p/DOwGCrbDYU7/","🎡✨ From fair food to Ferris wheels, nothing beats the @KansasStateFair! Thanks for hanging out with us and showing off that Shocker spirit. 🌾🖤💛

📸 @goshockers",,"34,606","34,606","","8,870","8,870","","","1.92%","663","628","628","","","","","","","1","30","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Community Engagement, Student Life"
"4/4/2025 11:39 am","17860435755391370","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DICBvxqJBm1/","Strike a pose, Shocker grads and prom-goers 📸✨

Looking for the perfect place to snap some pics? Campus is full of iconic photo spots — like Morrison Hall’s grand stairs and lawn, the Adelante Juntos mural at Duerksen Amphitheater and the Promise Bridge at Woolsey Hall. Visit wichita.edu/maps for visitor parking information. 

Tag us in your photos so we can celebrate with you! More campus photo spots coming soon. 🤩",,"14,278","14,278","","6,513","6,513","","","4.64%","663","613","613","","","","","","","2","25","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Community Engagement"
"5/18/2025 5:35 pm","18343179811095479","Instagram","Post","Carousel","wichitastateu"," ","https://www.instagram.com/p/DJz9bmttKn1/","Yumi Kikuchi's first exposure to Wichita State was through her exchange program. Now, she is graduating with her Master in Innovation Design. Her advice to students is to ""build a healthy balance between life, love, play and work. That balance will not only support your success but also make your journey more meaningful and fulfilling.""

🎓 Read more of her story at the 🔗 link in bio.",,"17,059","17,059","","8,174","8,174","","","3.83%","654","625","625","","","","","","","8","14","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11/10/2025 11:25 am","18082460038853972","Instagram","Post","Carousel","wichitastateu","Tate Penner","https://www.instagram.com/p/DQ4l3DZkyEP/","One of Wichita’s architectural icons just made history. 🏛️

Designed by famous architect Frank Lloyd Wright, WSU’s Corbin Education Center has been added to the National Register of Historic Places — officially recognized as one of America’s cultural landmarks.",,"23,543","23,543","","6,406","6,406","","","2.75%","647","575","575","","","","","","","1","65","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Applied Studies, WSU Views"
"9/11/2025 8:00 am","18042892880359230","Instagram","Post","Photo","wichitastateu","Tate Penner","https://www.instagram.com/p/DOdn4UsjD4G/","Reflecting on the lives lost and the bravery displayed on 9/11. We honor their memory today. #NeverForget",,"10,480","10,480","","4,523","4,523","","","6.09%","638","576","576","","","","","","","31","29","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WSU Views"
